gene,entrez
SLC39A10,57181
SLC39A11,201266
SLC39A12,221074
SLC39A13,91252
SLC39A14,23516
SLC39A1,27173
SLC39A2,29986
SLC39A3,29985
SLC39A4,55630
SLC39A5,283375
SLC39A6,25800
SLC39A7,7922
SLC39A8,64116
SLC39A9,55334
SLC3A1,6519
SLC3A2,6520
SLC40A1,30061
SLC41A1,254428
SLC41A2,84102
SLC41A3,54946
SLC43A1,8501
SLC43A2,124935
SLC43A3,29015
SLC44A1,23446
SLC44A2,57153
SLC44A3,126969
SLC44A4,80736
SLC44A5,204962
SLC45A1,50651
SLC45A2,51151
SLC45A3,85414
SLC45A4,57210
SLC46A1,113235
SLC46A2,57864
SLC46A3,283537
SLC47A1,55244
SLC47A2,146802
SLC48A1,55652
SLC4A10,57282
SLC4A11,83959
SLC4A1AP,22950
SLC4A1,6521
SLC4A2,6522
SLC4A3,6508
SLC4A4,8671
SLC4A5,57835
SLC4A7,9497
SLC4A8,9498
SLC4A9,83697
SLC5A10,125206
SLC5A11,115584
SLC5A12,159963
SLC5A1,6523
SLC5A2,6524
SLC5A3,6526
SLC5A4,6527
SLC5A5,6528
SLC5A6,8884
SLC5A7,60482
SLC5A8,160728
SLC5A9,200010
SLC6A10P,386757
SLC6A11,6538
SLC6A12,6539
SLC6A13,6540
SLC6A14,11254
SLC6A15,55117
SLC6A16,28968
SLC6A17,388662
SLC6A18,348932
SLC6A19,340024
SLC6A1,6529
SLC6A20,54716
SLC6A2,6530
SLC6A3,6531
SLC6A4,6532
SLC6A5,9152
SLC6A6,6533
SLC6A7,6534
SLC6A8,6535
SLC6A9,6536
SLC7A10,56301
SLC7A11,23657
SLC7A13,157724
SLC7A14,57709
SLC7A1,6541
SLC7A2,6542
SLC7A3,84889
SLC7A4,6545
SLC7A5P1,81893
SLC7A5P2,387254
SLC7A5,8140
SLC7A6OS,84138
SLC7A6,9057
SLC7A7,9056
SLC7A8,23428
SLC7A9,11136
SLC8A1,6546
SLC8A2,6543
SLC8A3,6547
SLC9A10,285335
SLC9A11,284525
SLC9A1,6548
SLC9A2,6549
SLC9A3R1,9368
SLC9A3R2,9351
SLC9A3,6550
SLC9A4,389015
SLC9A5,6553
SLC9A6,10479
SLC9A7,84679
SLC9A8,23315
SLC9A9,285195
SLCO1A2,6579
SLCO1B1,10599
SLCO1B3,28234
SLCO1C1,53919
SLCO2A1,6578
SLCO2B1,11309
SLCO3A1,28232
SLCO4A1,28231
SLCO4C1,353189
SLCO5A1,81796
SLCO6A1,133482
SLED1,643036
SLFN11,91607
SLFN12L,342615
SLFN12,55106
SLFN13,146857
SLFN14,342618
SLFN5,162394
SLFNL1,200172
SLIT1,6585
SLIT2,9353
SLIT3,6586
SLITRK1,114798
SLITRK2,84631
SLITRK3,22865
SLITRK4,139065
SLITRK5,26050
SLITRK6,84189
SLK,9748
SLMAP,7871
SLMO1,10650
SLMO2,51012
SLN,6588
SLPI,6590
SLTM,79811
SLU7,10569
SLURP1,57152
SMAD1,4086
SMAD2,4087
SMAD3,4088
SMAD4,4089
SMAD5OS,9597
SMAD5,4090
SMAD6,4091
SMAD7,4092
SMAD9,4093
SMAGP,57228
SMAP1,60682
SMAP2,64744
SMARCA1,6594
SMARCA2,6595
SMARCA4,6597
SMARCA5,8467
SMARCAD1,56916
SMARCAL1,50485
SMARCB1,6598
SMARCC1,6599
SMARCC2,6601
SMARCD1,6602
SMARCD2,6603
SMARCD3,6604
SMARCE1,6605
SMC1A,8243
SMC1B,27127
SMC2,10592
SMC3,9126
SMC4,10051
SMC5,23137
SMC6,79677
SMCHD1,23347
SMCP,4184
SMCR5,140771
SMCR7L,54471
SMCR7,125170
SMCR8,140775
SMEK1,55671
SMEK2,57223
SMEK3P,139420
SMG1,23049
SMG5,23381
SMG6,23293
SMG7,9887
SMN1,6606
SMN2,6607
SMNDC1,10285
SMOC1,64093
SMOC2,64094
SMOX,54498
SMO,6608
SMPD1,6609
SMPD2,6610
SMPD3,55512
SMPD4,55627
SMPDL3A,10924
SMPDL3B,27293
SMPX,23676
SMR3A,26952
SMR3B,10879
SMS,6611
SMTNL1,219537
SMTNL2,342527
SMTN,6525
SMU1,55234
SMUG1,23583
SMURF1,57154
SMURF2,64750
SMYD1,150572
SMYD2,56950
SMYD3,64754
SMYD4,114826
SMYD5,10322
SNAI1,6615
SNAI2,6591
SNAI3,333929
SNAP23,8773
SNAP25,6616
SNAP29,9342
SNAP47,116841
SNAP91,9892
SNAPC1,6617
SNAPC2,6618
SNAPC3,6619
SNAPC4,6621
SNAPC5,10302
SNAPIN,23557
SNAR-A13,100169959
SNAR-A2,100126799
SNAR-A3,100169951
SNAR-A4,100169956
SNAR-B2,100170217
SNAR-C2,100170218
SNAR-C3,100170226
SNAR-C4,100170219
SNAR-D,100170227
SNAR-E,100170220
SNAR-F,100126781
SNAR-G1,100126780
SNAR-G2,100170228
SNAR-H,100170221
SNAR-I,100170222
SNCAIP,9627
SNCA,6622
SNCB,6620
SNCG,6623
SND1,27044
SNED1,25992
SNF8,11267
SNHG10,283596
SNHG11,128439
SNHG12,85028
SNHG1,23642
SNHG3-RCC1,751867
SNHG3,8420
SNHG4,724102
SNHG5,387066
SNHG6,641638
SNHG7,84973
SNHG8,100093630
SNHG9,735301
SNIP1,79753
SNN,8303
SNORA10,574042
SNORA11B,100124539
SNORA11C,100124540
SNORA11D,100124541
SNORA11E,100124542
SNORA11,677799
SNORA12,677800
SNORA13,654322
SNORA14A,677801
SNORA14B,677802
SNORA15,677803
SNORA16A,692073
SNORA16B,692157
SNORA18,677805
SNORA19,641451
SNORA1,677792
SNORA20,677806
SNORA21,619505
SNORA22,677807
SNORA23,677808
SNORA24,677809
SNORA25,684959
SNORA26,677810
SNORA27,619499
SNORA28,677811
SNORA29,677812
SNORA2A,677793
SNORA2B,677794
SNORA30,677813
SNORA31,677814
SNORA32,692063
SNORA34,677815
SNORA35,677816
SNORA36A,677817
SNORA36B,677818
SNORA36C,100124535
SNORA37,677819
SNORA38B,100124536
SNORA38,677820
SNORA39,677821
SNORA3,619562
SNORA40,677822
SNORA41,619569
SNORA42,677823
SNORA44,677825
SNORA45,677826
SNORA46,677827
SNORA47,677828
SNORA48,652965
SNORA49,677829
SNORA4,619568
SNORA50,677830
SNORA51,677831
SNORA52,619565
SNORA53,677832
SNORA54,677833
SNORA55,677834
SNORA56,677835
SNORA57,692158
SNORA58,677836
SNORA59B,677882
SNORA5A,654319
SNORA5B,677795
SNORA5C,677796
SNORA61,677838
SNORA62,6044
SNORA63,6043
SNORA64,26784
SNORA65,26783
SNORA66,26782
SNORA67,26781
SNORA68,26780
SNORA69,26779
SNORA6,574040
SNORA70B,100124537
SNORA70C,100124538
SNORA70,26778
SNORA71A,26777
SNORA71B,26776
SNORA71C,677839
SNORA71D,677840
SNORA72,26775
SNORA74A,26821
SNORA74B,677841
SNORA75,654321
SNORA76,677842
SNORA77,677843
SNORA78,677844
SNORA79,677845
SNORA7B,677797
SNORA80,677846
SNORA81,677847
SNORA84,100124534
SNORA8,654320
SNORA9,677798
SNORD102,26771
SNORD103A,692234
SNORD104,692227
SNORD105B,100113382
SNORD105,692229
SNORD109B,338429
SNORD10,652966
SNORD110,692213
SNORD111B,100113402
SNORD111,692214
SNORD113-1,767561
SNORD113-2,767562
SNORD113-4,767564
SNORD113-5,767565
SNORD113-6,767566
SNORD113-7,767567
SNORD113-9,767569
SNORD114-10,767588
SNORD114-11,767589
SNORD114-12,767590
SNORD114-13,767591
SNORD114-14,767592
SNORD114-15,767593
SNORD114-16,767594
SNORD114-17,767595
SNORD114-18,767596
SNORD114-19,767597
SNORD114-1,767577
SNORD114-20,767598
SNORD114-21,767599
SNORD114-22,767600
SNORD114-23,767603
SNORD114-24,767604
SNORD114-25,767605
SNORD114-26,767606
SNORD114-27,767608
SNORD114-28,767609
SNORD114-29,767610
SNORD114-2,767578
SNORD114-30,767611
SNORD114-31,767612
SNORD114-3,767579
SNORD114-4,767580
SNORD114-5,767581
SNORD114-6,767582
SNORD114-7,767583
SNORD114-8,767584
SNORD114-9,767585
SNORD115-10,100033447
SNORD115-11,100033448
SNORD115-13,100033450
SNORD115-14,100033451
SNORD115-16,100033454
SNORD115-17,100033455
SNORD115-1,338433
SNORD115-20,100033460
SNORD115-22,100033799
SNORD115-25,100033801
SNORD115-26,100033802
SNORD115-2,100033437
SNORD115-30,100033804
SNORD115-31,100033805
SNORD115-32,100033806
SNORD115-33,100033807
SNORD115-35,100033809
SNORD115-37,100033811
SNORD115-38,100033812
SNORD115-39,100033813
SNORD115-3,100033440
SNORD115-40,100033814
SNORD115-41,100033815
SNORD115-44,100033818
SNORD115-48,100033822
SNORD115-4,100033441
SNORD115-5,100033442
SNORD115-6,100033443
SNORD115-7,100033444
SNORD115-8,100033445
SNORD115-9,100033446
SNORD116-10,100033422
SNORD116-11,100033423
SNORD116-12,100033424
SNORD116-13,100033425
SNORD116-14,100033426
SNORD116-15,100033427
SNORD116-16,100033428
SNORD116-18,100033430
SNORD116-19,727708
SNORD116-1,100033413
SNORD116-20,100033431
SNORD116-22,100033433
SNORD116-23,100033434
SNORD116-24,100033435
SNORD116-25,100033436
SNORD116-26,100033438
SNORD116-27,100033439
SNORD116-28,100033820
SNORD116-29,100033821
SNORD116-2,100033414
SNORD116-3,100033415
SNORD116-4,100033416
SNORD116-5,100033417
SNORD116-8,100033420
SNORD117,692233
SNORD119,100113378
SNORD11B,100113392
SNORD11,692058
SNORD121A,100113379
SNORD121B,100113385
SNORD123,100113384
SNORD124,100113390
SNORD125,100113380
SNORD126,100113391
SNORD127,100113389
SNORD12B,100113393
SNORD12C,26765
SNORD12,692057
SNORD15A,6079
SNORD15B,114599
SNORD16,595097
SNORD17,692086
SNORD18A,595098
SNORD18B,595099
SNORD18C,595100
SNORD19B,100113381
SNORD19,692089
SNORD1A,677848
SNORD1B,677849
SNORD1C,677850
SNORD20,6082
SNORD21,6083
SNORD22,9304
SNORD23,692091
SNORD24,26820
SNORD25,9303
SNORD26,9302
SNORD27,9301
SNORD28,9300
SNORD29,9297
SNORD2,619567
SNORD30,9299
SNORD31,9298
SNORD32A,26819
SNORD32B,692092
SNORD33,26818
SNORD34,26817
SNORD35A,26816
SNORD35B,84546
SNORD36A,26815
SNORD36B,26814
SNORD36C,26813
SNORD37,26812
SNORD38A,94162
SNORD38B,94163
SNORD41,26810
SNORD42A,26809
SNORD42B,26808
SNORD43,26807
SNORD44,26806
SNORD45A,26805
SNORD45B,26804
SNORD45C,692085
SNORD46,94161
SNORD47,26802
SNORD48,26801
SNORD49A,26800
SNORD49B,692087
SNORD4A,26773
SNORD4B,26772
SNORD50A,26799
SNORD50B,692088
SNORD51,26798
SNORD52,26797
SNORD53,26796
SNORD54,26795
SNORD55,26811
SNORD56B,319139
SNORD56,26793
SNORD57,26792
SNORD58A,26791
SNORD58C,100124516
SNORD59A,26789
SNORD59B,692090
SNORD5,692072
SNORD60,26788
SNORD61,26787
SNORD62A,26786
SNORD63,26785
SNORD65,692106
SNORD66,692107
SNORD67,692108
SNORD68,606500
SNORD69,692109
SNORD6,692075
SNORD70,692110
SNORD71,692111
SNORD72,619564
SNORD73A,8944
SNORD74,619498
SNORD75,692195
SNORD76,692196
SNORD77,692197
SNORD78,692198
SNORD79,26770
SNORD7,692076
SNORD80,26774
SNORD81,26769
SNORD82,25826
SNORD84,692199
SNORD85,692200
SNORD86,692201
SNORD87,641648
SNORD88A,692202
SNORD88B,692203
SNORD88C,692204
SNORD89,692205
SNORD8,319103
SNORD90,692206
SNORD91A,692207
SNORD91B,692208
SNORD92,692209
SNORD93,692210
SNORD94,692225
SNORD95,619570
SNORD96A,619571
SNORD96B,692226
SNORD97,692223
SNORD98,692211
SNORD99,692212
SNORD9,692053
SNPH,9751
SNRK,54861
SNRNP200,23020
SNRNP25,79622
SNRNP27,11017
SNRNP35,11066
SNRNP40,9410
SNRNP48,154007
SNRNP70,6625
SNRPA1,6627
SNRPA,6626
SNRPB2,6629
SNRPB,6628
SNRPC,6631
SNRPD1,6632
SNRPD2,6633
SNRPD3,6634
SNRPE,6635
SNRPF,6636
SNRPG,6637
SNRPN,6638
SNTA1,6640
SNTB1,6641
SNTB2,6645
SNTG1,54212
SNTG2,54221
SNTN,132203
SNUPN,10073
SNURF,8926
SNW1,22938
SNX10,29887
SNX11,29916
SNX12,29934
SNX13,23161
SNX14,57231
SNX15,29907
SNX16,64089
SNX17,9784
SNX18,112574
SNX19,399979
SNX1,6642
SNX20,124460
SNX21,90203
SNX22,79856
SNX24,28966
SNX25,83891
SNX27,81609
SNX29,92017
SNX2,6643
SNX30,401548
SNX31,169166
SNX32,254122
SNX33,257364
SNX3,8724
SNX4,8723
SNX5,27131
SNX6,58533
SNX7,51375
SNX8,29886
SNX9,51429
SOAT1,6646
SOAT2,8435
SOBP,55084
SOCS1,8651
SOCS2,8835
SOCS3,9021
SOCS4,122809
SOCS5,9655
SOCS6,9306
SOCS7,30837
SOD1,6647
SOD2,6648
SOD3,6649
SOHLH1,402381
SOHLH2,54937
SOLH,6650
SON,6651
SORBS1,10580
SORBS2,8470
SORBS3,10174
SORCS1,114815
SORCS2,57537
SORCS3,22986
SORD,6652
SORL1,6653
SORT1,6272
SOS1,6654
SOS2,6655
SOSTDC1,25928
SOST,50964
SOX10,6663
SOX11,6664
SOX12,6666
SOX13,9580
SOX14,8403
SOX15,6665
SOX17,64321
SOX18,54345
SOX1,6656
SOX21,11166
SOX2OT,347689
SOX2,6657
SOX30,11063
SOX3,6658
SOX4,6659
SOX5,6660
SOX6,55553
SOX7,83595
SOX8,30812
SOX9,6662
SP100,6672
SP110,3431
SP140L,93349
SP140,11262
SP1,6667
SP2,6668
SP3,6670
SP4,6671
SP5,389058
SP6,80320
SP7,121340
SP8,221833
SP9,100131390
SPA17,53340
SPACA1,81833
SPACA3,124912
SPACA4,171169
SPACA5,389852
SPAG11A,653423
SPAG11B,10407
SPAG16,79582
SPAG17,200162
SPAG1,6674
SPAG4,6676
SPAG5,10615
SPAG6,9576
SPAG7,9552
SPAG8,26206
SPAG9,9043
SPAM1,6677
SPANXA2,728712
SPANXB2,100133171
SPANXC,64663
SPANXE,171489
SPANXN1,494118
SPANXN2,494119
SPANXN3,139067
SPANXN4,441525
SPANXN5,494197
SPARCL1,8404
SPARC,6678
SPAST,6683
SPATA12,353324
SPATA13,221178
SPATA16,83893
SPATA17,128153
SPATA18,132671
SPATA19,219938
SPATA1,64173
SPATA20,64847
SPATA21,374955
SPATA22,84690
SPATA24,202051
SPATA2L,124044
SPATA2,9825
SPATA3,130560
SPATA4,132851
SPATA5L1,79029
SPATA5,166378
SPATA6,54558
SPATA7,55812
SPATA8,145946
SPATA9,83890
SPATC1,375686
SPATS1,221409
SPATS2L,26010
SPATS2,65244
SPC24,147841
SPC25,57405
SPCS1,28972
SPCS2,9789
SPCS3,60559
SPDEF,25803
SPDYA,245711
SPDYC,387778
SPDYE1,285955
SPDYE2,441273
SPDYE3,441272
SPDYE4,388333
SPDYE5,442590
SPDYE6,729597
SPDYE7P,441251
SPDYE8P,389517
SPEF1,25876
SPEF2,79925
SPEG,10290
SPEM1,374768
SPEN,23013
SPERT,220082
SPESP1,246777
SPG11,80208
SPG20,23111
SPG21,51324
SPG7,6687
SPHAR,10638
SPHK1,8877
SPHK2,56848
SPHKAP,80309
SPI1,6688
SPIB,6689
SPIC,121599
SPIN1,10927
SPIN2A,54466
SPIN2B,474343
SPIN3,169981
SPIN4,139886
SPINK13,153218
SPINK14,408187
SPINK1,6690
SPINK2,6691
SPINK4,27290
SPINK5,11005
SPINK6,404203
SPINK7,84651
SPINK8,646424
SPINK9,643394
SPINLW1,57119
SPINT1,6692
SPINT2,10653
SPINT3,10816
SPINT4,391253
SPIRE1,56907
SPIRE2,84501
SPNS1,83985
SPNS2,124976
SPNS3,201305
SPN,6693
SPO11,23626
SPOCD1,90853
SPOCK1,6695
SPOCK2,9806
SPOCK3,50859
SPON1,10418
SPON2,10417
SPOPL,339745
SPOP,8405
SPP1,6696
SPP2,6694
SPPL2A,84888
SPPL2B,56928
SPPL3,121665
SPRED1,161742
SPRED2,200734
SPRED3,399473
SPRN,503542
SPRR1A,6698
SPRR1B,6699
SPRR2A,6700
SPRR2B,6701
SPRR2C,6702
SPRR2D,6703
SPRR2E,6704
SPRR2F,6705
SPRR2G,6706
SPRR3,6707
SPRR4,163778
SPRY1,10252
SPRY2,10253
SPRY3,10251
SPRY4,81848
SPRYD3,84926
SPRYD4,283377
SPRYD5,84767
SPR,6697
SPSB1,80176
SPSB2,84727
SPSB3,90864
SPSB4,92369
SPTA1,6708
SPTAN1,6709
SPTBN1,6711
SPTBN2,6712
SPTBN4,57731
SPTBN5,51332
SPTB,6710
SPTLC1,10558
SPTLC2,9517
SPTLC3,55304
SPTY2D1,144108
SPZ1,84654
SQLE,6713
SQRDL,58472
SQSTM1,8878
SR140,23350
SRA1,10011
SRBD1,55133
SRCAP,10847
SRCIN1,80725
SRCRB4D,136853
SRC,6714
SRD5A1,6715
SRD5A2,6716
SRD5A3,79644
SREBF1,6720
SREBF2,6721
SRFBP1,153443
SRF,6722
SRGAP1,57522
SRGAP2,23380
SRGAP3,9901
SRGN,5552
SRI,6717
SRL,6345
SRMS,6725
SRM,6723
SRP14,6727
SRP19,6728
SRP54,6729
SRP68,6730
SRP72,6731
SRP9,6726
SRPK1,6732
SRPK2,6733
SRPK3,26576
SRPRB,58477
SRPR,6734
SRPX2,27286
SRPX,8406
SRRD,402055
SRRM1,10250
SRRM2,23524
SRRM3,222183
SRRM4,84530
SRRM5,100170229
SRRT,51593
SRR,63826
SRXN1,140809
SRY,6736
SS18L1,26039
SS18L2,51188
SS18,6760
SSBP1,6742
SSBP2,23635
SSBP3,23648
SSBP4,170463
SSB,6741
SSC5D,284297
SSFA2,6744
SSH1,54434
SSH2,85464
SSH3,54961
SSNA1,8636
SSPN,8082
SSPO,23145
SSR1,6745
SSR2,6746
SSR3,6747
SSR4,6748
SSRP1,6749
SSSCA1,10534
SSTR1,6751
SSTR2,6752
SSTR3,6753
SSTR4,6754
SSTR5,6755
SST,6750
SSU72,29101
SSX1,6756
SSX2IP,117178
SSX2,6757
SSX3,10214
SSX4,6759
SSX5,6758
SSX6,280657
SSX7,280658
SSX8,280659
ST13,6767
ST14,6768
ST18,9705
ST20,400410
ST3GAL1,6482
ST3GAL2,6483
ST3GAL3,6487
ST3GAL4,6484
ST3GAL5,8869
ST3GAL6,10402
ST5,6764
ST6GAL1,6480
ST6GAL2,84620
ST6GALNAC1,55808
ST6GALNAC2,10610
ST6GALNAC3,256435
ST6GALNAC4,27090
ST6GALNAC5,81849
ST6GALNAC6,30815
ST7L,54879
ST7OT1,93653
ST7OT2,93654
ST7OT3,93655
ST7OT4,338069
ST7,7982
ST8SIA1,6489
ST8SIA2,8128
ST8SIA3,51046
ST8SIA4,7903
ST8SIA5,29906
ST8SIA6,338596
STAB1,23166
STAB2,55576
STAC2,342667
STAC3,246329
STAC,6769
STAG1,10274
STAG2,10735
STAG3L1,54441
STAG3L2,442582
STAG3L3,442578
STAG3L4,64940
STAG3,10734
STAM2,10254
STAMBPL1,57559
STAMBP,10617
STAM,8027
STAP1,26228
STAP2,55620
STARD10,10809
STARD13,90627
STARD3NL,83930
STARD3,10948
STARD4,134429
STARD5,80765
STARD6,147323
STARD7,56910
STARD8,9754
STAR,6770
STAT1,6772
STAT2,6773
STAT3,6774
STAT4,6775
STAT5A,6776
STAT5B,6777
STAT6,6778
STATH,6779
STAU1,6780
STAU2,27067
STBD1,8987
STC1,6781
STC2,8614
STEAP1,26872
STEAP2,261729
STEAP3,55240
STEAP4,79689
STH,246744
STIL,6491
STIM1,6786
STIM2,57620
STIP1,10963
STK10,6793
STK11IP,114790
STK11,6794
STK16,8576
STK17A,9263
STK17B,9262
STK19,8859
STK24,8428
STK25,10494
STK31,56164
STK32A,202374
STK32B,55351
STK32C,282974
STK33,65975
STK35,140901
STK36,27148
STK38L,23012
STK38,11329
STK39,27347
STK3,6788
STK40,83931
STK4,6789
STL,7955
STMN1,3925
STMN2,11075
STMN3,50861
STMN4,81551
STOML1,9399
STOML2,30968
STOML3,161003
STOM,2040
STON1-GTF2A1L,286749
STON1,11037
STON2,85439
STOX1,219736
STOX2,56977
STRA13,201254
STRA6,64220
STRA8,346673
STRADA,92335
STRADB,55437
STRAP,11171
STRBP,55342
STRC,161497
STRN3,29966
STRN4,29888
STRN,6801
STS,412
STT3A,3703
STT3B,201595
STUB1,10273
STX10,8677
STX11,8676
STX12,23673
STX16,8675
STX17,55014
STX18,53407
STX19,415117
STX1A,6804
STX1B,112755
STX2,2054
STX3,6809
STX4,6810
STX5,6811
STX6,10228
STX7,8417
STX8,9482
STXBP1,6812
STXBP2,6813
STXBP3,6814
STXBP4,252983
STXBP5L,9515
STXBP5,134957
STXBP6,29091
STYK1,55359
STYXL1,51657
STYX,6815
SUB1,10923
SUCLA2,8803
SUCLG1,8802
SUCLG2,8801
SUCNR1,56670
SUDS3,64426
SUFU,51684
SUGT1L1,283507
SUGT1P1,441394
SUGT1,10910
SULF1,23213
SULF2,55959
SULT1A1,6817
SULT1A2,6799
SULT1A3,6818
SULT1B1,27284
SULT1C2,6819
SULT1C3,442038
SULT1C4,27233
SULT1E1,6783
SULT2A1,6822
SULT2B1,6820
SULT4A1,25830
SULT6B1,391365
SUMF1,285362
SUMF2,25870
SUMO1P1,391257
SUMO1P3,474338
SUMO1,7341
SUMO2,6613
SUMO3,6612
SUMO4,387082
SUN1,23353
SUN2,25777
SUN3,256979
SUN5,140732
SUOX,6821
SUPT16H,11198
SUPT3H,8464
SUPT4H1,6827
SUPT5H,6829
SUPT6H,6830
SUPT7L,9913
SUPV3L1,6832
SURF1,6834
SURF2,6835
SURF4,6836
SURF6,6838
SUSD1,64420
SUSD2,56241
SUSD3,203328
SUSD4,55061
SUSD5,26032
SUV39H1,6839
SUV39H2,79723
SUV420H1,51111
SUV420H2,84787
SUZ12P,440423
SUZ12,23512
SV2A,9900
SV2B,9899
SV2C,22987
SVEP1,79987
SVIL,6840
SVIP,258010
SVOPL,136306
SVOP,55530
SWAP70,23075
SYAP1,94056
SYBU,55638
SYCE1L,100130958
SYCE1,93426
SYCE2,256126
SYCN,342898
SYCP1,6847
SYCP2L,221711
SYCP2,10388
SYCP3,50511
SYDE1,85360
SYDE2,84144
SYF2,25949
SYK,6850
SYMPK,8189
SYN1,6853
SYN2,6854
SYN3,8224
SYNCRIP,10492
SYNC,81493
SYNE1,23345
SYNE2,23224
SYNGAP1,8831
SYNGR1,9145
SYNGR2,9144
SYNGR3,9143
SYNGR4,23546
SYNJ1,8867
SYNJ2BP,55333
SYNJ2,8871
SYNM,23336
SYNPO2L,79933
SYNPO2,171024
SYNPO,11346
SYNPR,132204
SYNRG,11276
SYPL1,6856
SYPL2,284612
SYP,6855
SYS1-DBNDD2,767557
SYS1,90196
SYT10,341359
SYT11,23208
SYT12,91683
SYT13,57586
SYT14L,401135
SYT14,255928
SYT15,83849
SYT16,83851
SYT17,51760
SYT1,6857
SYT2,127833
SYT3,84258
SYT4,6860
SYT5,6861
SYT6,148281
SYT7,9066
SYT8,90019
SYT9,143425
SYTL1,84958
SYTL2,54843
SYTL3,94120
SYTL4,94121
SYTL5,94122
SYVN1,84447
TAAR1,134864
TAAR2,9287
TAAR5,9038
TAAR6,319100
TAAR8,83551
TAAR9,134860
TAB1,10454
TAB2,23118
TAB3,257397
TAC1,6863
TAC3,6866
TAC4,255061
TACC1,6867
TACC2,10579
TACC3,10460
TACO1,51204
TACR1,6869
TACR2,6865
TACR3,6870
TACSTD2,4070
TADA1,117143
TADA2A,6871
TADA2B,93624
TADA3,10474
TAF10,6881
TAF11,6882
TAF12,6883
TAF13,6884
TAF15,8148
TAF1A,9015
TAF1B,9014
TAF1C,9013
TAF1D,79101
TAF1L,138474
TAF1,6872
TAF2,6873
TAF3,83860
TAF4B,6875
TAF4,6874
TAF5L,27097
TAF5,6877
TAF6L,10629
TAF6,6878
TAF7L,54457
TAF7,6879
TAF8,129685
TAF9B,51616
TAF9,6880
TAGAP,117289
TAGLN2,8407
TAGLN3,29114
TAGLN,6876
TAL1,6886
TAL2,6887
TALDO1,6888
TANC1,85461
TANC2,26115
TANK,10010
TAOK1,57551
TAOK2,9344
TAOK3,51347
TAP1,6890
TAP2,6891
TAPBPL,55080
TAPBP,6892
TAPT1,202018
TARBP1,6894
TARBP2,6895
TARDBP,23435
TARM1,441864
TARP,445347
TARS2,80222
TARSL2,123283
TARS,6897
TAS1R1,80835
TAS1R2,80834
TAS1R3,83756
TAS2R10,50839
TAS2R13,50838
TAS2R14,50840
TAS2R16,50833
TAS2R19,259294
TAS2R1,50834
TAS2R20,259295
TAS2R30,259293
TAS2R31,259290
TAS2R38,5726
TAS2R39,259285
TAS2R3,50831
TAS2R40,259286
TAS2R41,259287
TAS2R42,353164
TAS2R43,259289
TAS2R46,259292
TAS2R4,50832
TAS2R50,259296
TAS2R5,54429
TAS2R60,338398
TAS2R7,50837
TAS2R8,50836
TAS2R9,50835
TASP1,55617
TATDN1,83940
TATDN2,9797
TATDN3,128387
TAT,6898
TAX1BP1,8887
TAX1BP3,30851
TAZ,6901
TBC1D10A,83874
TBC1D10B,26000
TBC1D10C,374403
TBC1D12,23232
TBC1D13,54662
TBC1D14,57533
TBC1D15,64786
TBC1D16,125058
TBC1D17,79735
TBC1D19,55296
TBC1D1,23216
TBC1D20,128637
TBC1D21,161514
TBC1D22A,25771
TBC1D22B,55633
TBC1D23,55773
TBC1D24,57465
TBC1D25,4943
TBC1D26,353149
TBC1D28,254272
TBC1D29,26083
TBC1D2B,23102
TBC1D2,55357
TBC1D3B,414059
TBC1D3C,414060
TBC1D3G,654341
TBC1D3H,729877
TBC1D3P2,440452
TBC1D3,729873
TBC1D4,9882
TBC1D5,9779
TBC1D7,51256
TBC1D8B,54885
TBC1D8,11138
TBC1D9B,23061
TBC1D9,23158
TBCA,6902
TBCB,1155
TBCCD1,55171
TBCC,6903
TBCD,6904
TBCEL,219899
TBCE,6905
TBCK,93627
TBK1,29110
TBKBP1,9755
TBL1XR1,79718
TBL1X,6907
TBL1Y,90665
TBL2,26608
TBL3,10607
TBPL1,9519
TBPL2,387332
TBP,6908
TBR1,10716
TBRG1,84897
TBRG4,9238
TBX10,347853
TBX15,6913
TBX18,9096
TBX19,9095
TBX1,6899
TBX20,57057
TBX21,30009
TBX22,50945
TBX2,6909
TBX3,6926
TBX4,9496
TBX5,6910
TBX6,6911
TBXA2R,6915
TBXAS1,6916
TC2N,123036
TCAM1P,146771
TCAP,8557
TCEA1,6917
TCEA2,6919
TCEA3,6920
TCEAL1,9338
TCEAL2,140597
TCEAL3,85012
TCEAL4,79921
TCEAL5,340543
TCEAL6,158931
TCEAL7,56849
TCEAL8,90843
TCEANC,170082
TCEB1,6921
TCEB2,6923
TCEB3B,51224
TCEB3C,162699
TCEB3,6924
TCERG1L,256536
TCERG1,10915
TCF12,6938
TCF15,6939
TCF19,6941
TCF20,6942
TCF21,6943
TCF23,150921
TCF25,22980
TCF3,6929
TCF4,6925
TCF7L1,83439
TCF7L2,6934
TCF7,6932
TCFL5,10732
TCHHL1,126637
TCHH,7062
TCHP,84260
TCIRG1,10312
TCL1A,8115
TCL1B,9623
TCL6,27004
TCN1,6947
TCN2,6948
TCOF1,6949
TCP10L2,401285
TCP10L,140290
TCP10,6953
TCP11L1,55346
TCP11L2,255394
TCP11,6954
TCP1,6950
TCTA,6988
TCTE1,202500
TCTE3,6991
TCTEX1D1,200132
TCTEX1D2,255758
TCTEX1D4,343521
TCTN1,79600
TCTN2,79867
TCTN3,26123
TDGF1,6997
TDGF3,6998
